Date,Open,High,Low,Close,Adj Close,Volume
08-05-2023,172.479996,173.850006,172.110001,173.5,173.260345,55962800
09-05-2023,173.050003,173.539993,171.600006,171.770004,171.532745,45326900
10-05-2023,173.020004,174.029999,171.899994,173.559998,173.320267,53724500
11-05-2023,173.850006,174.589996,172.169998,173.75,173.51001,49514700
12-05-2023,173.619995,174.059998,171,172.570007,172.570007,45497800
15-05-2023,173.160004,173.210007,171.470001,172.070007,172.070007,37266700
16-05-2023,171.990005,173.139999,171.800003,172.070007,172.070007,42110300
17-05-2023,171.710007,172.929993,170.419998,172.690002,172.690002,57951600
18-05-2023,173,175.240005,172.580002,175.050003,175.050003,65496700
19-05-2023,176.389999,176.389999,174.940002,175.160004,175.160004,55772400
22-05-2023,173.979996,174.710007,173.449997,174.199997,174.199997,43570900
23-05-2023,173.130005,173.380005,171.279999,171.559998,171.559998,50747300
24-05-2023,171.089996,172.419998,170.520004,171.839996,171.839996,45143500
25-05-2023,172.410004,173.899994,171.690002,172.990005,172.990005,56058300
26-05-2023,173.320007,175.770004,173.110001,175.429993,175.429993,54835000
30-05-2023,176.960007,178.990005,176.570007,177.300003,177.300003,55964400
31-05-2023,177.330002,179.350006,176.759995,177.25,177.25,99625300
01-06-2023,177.699997,180.119995,176.929993,180.089996,180.089996,68901800
02-06-2023,181.029999,181.779999,179.259995,180.949997,180.949997,61945900
05-06-2023,182.630005,184.949997,178.039993,179.580002,179.580002,121946500
06-06-2023,179.970001,180.119995,177.429993,179.210007,179.210007,64848400
07-06-2023,178.440002,181.210007,177.320007,177.820007,177.820007,61944600
08-06-2023,177.899994,180.839996,177.460007,180.570007,180.570007,50214900
09-06-2023,181.5,182.229996,180.630005,180.960007,180.960007,48870700
12-06-2023,181.270004,183.889999,180.970001,183.789993,183.789993,54274900
13-06-2023,182.800003,184.149994,182.440002,183.309998,183.309998,54929100
14-06-2023,183.369995,184.389999,182.020004,183.949997,183.949997,57462900
15-06-2023,183.960007,186.520004,183.779999,186.009995,186.009995,65433200
16-06-2023,186.729996,186.990005,184.270004,184.919998,184.919998,101235600
20-06-2023,184.410004,186.100006,184.410004,185.009995,185.009995,49799100
21-06-2023,184.899994,185.410004,182.589996,183.960007,183.960007,49515700
22-06-2023,183.740005,187.050003,183.669998,187,187,51245300
23-06-2023,185.550003,187.559998,185.009995,186.679993,186.679993,53079300
26-06-2023,186.830002,188.050003,185.229996,185.270004,185.270004,48088700
27-06-2023,185.889999,188.389999,185.669998,188.059998,188.059998,50730800
28-06-2023,187.929993,189.899994,187.600006,189.25,189.25,51216800
29-06-2023,189.080002,190.070007,188.940002,189.589996,189.589996,46347300
30-06-2023,191.630005,194.479996,191.259995,193.970001,193.970001,85069600
03-07-2023,193.779999,193.880005,191.759995,192.460007,192.460007,31458200
05-07-2023,191.570007,192.979996,190.619995,191.330002,191.330002,46920300
06-07-2023,189.839996,192.020004,189.199997,191.809998,191.809998,45094300
07-07-2023,191.410004,192.669998,190.240005,190.679993,190.679993,46778000
10-07-2023,189.259995,189.990005,187.039993,188.610001,188.610001,59922200
11-07-2023,189.160004,189.300003,186.600006,188.080002,188.080002,46638100
12-07-2023,189.679993,191.699997,188.470001,189.770004,189.770004,60750200
13-07-2023,190.5,191.190002,189.779999,190.539993,190.539993,41342300
14-07-2023,190.229996,191.179993,189.630005,190.690002,190.690002,41573900
